Period,Position,Seniority,Global_exp,Local_exp,Salary
2019_H1,Business analyst,Junior,0.5,4,850
2019_H1,Business analyst,Middle,2,меньше 3 месяцев,1200
2019_H1,Business analyst,Junior,0.5,0.5,950
2019_H1,Business analyst,Junior,1.5,1.5,650
2019_H1,Business analyst,Middle,2,2,1400
2019_H1,Business analyst,Middle,4,меньше 3 месяцев,3000
2019_H1,Business analyst,Lead,10 и более лет,меньше 3 месяцев,3000
2019_H1,Business analyst,Middle,2,1,450
2019_H1,Business analyst,Senior,6,2,1700
2019_H1,Business analyst,Junior,1,меньше 3 месяцев,1400
2019_H1,Business analyst,Junior,0.5,0.5,1200
2019_H1,Business analyst,Junior,меньше 3 месяцев,меньше 3 месяцев,450
2019_H1,Business analyst,Junior,0.5,0.5,950
2019_H1,Business analyst,Middle,4,1,2600
2019_H1,Business analyst,Junior,1.5,0.5,900
2019_H1,Business analyst,Middle,2,2,515
2019_H1,Business analyst,Junior,1.5,1.5,1333
2019_H1,Business analyst,Junior,0.25,0.25,1000
2019_H1,Business analyst,Middle,5,1.5,1620
2019_H1,Business analyst,Middle,3,5,2000
2019_H1,Business analyst,Middle,3,0.25,1500
2019_H1,Business analyst,Lead,8,1,1000
2019_H1,Business analyst,Senior,6,4,2800
2019_H1,Business analyst,Senior,6,6,1500
2019_H1,Business analyst,Junior,меньше 3 месяцев,меньше 3 месяцев,600
2019_H1,Business analyst,Middle,5,4,1900
2019_H1,Business analyst,Lead,9,4,2700
2019_H1,Business analyst,Junior,0.5,0.25,500
2019_H1,Business analyst,Middle,2,1,2000
2019_H1,Business analyst,Junior,меньше 3 месяцев,меньше 3 месяцев,250
2019_H1,Business analyst,Middle,3,0.25,2000
2019_H1,Business analyst,Middle,4,3,3700
2019_H1,Business analyst,Middle,4,1.5,2800
2019_H1,Business analyst,Lead,10 и более лет,3,5250
2019_H1,Business analyst,Middle,4,1,1100
2019_H1,Business analyst,Middle,3,0.5,1500
2019_H1,Business analyst,Middle,3,1,2200
2019_H1,Business analyst,Middle,3,1.5,2500
2019_H1,Business analyst,Junior,1.5,1.5,750
2019_H1,Business analyst,Junior,1.5,меньше 3 месяцев,1100
2019_H1,Business analyst,Middle,3,3,1500
2019_H1,Business analyst,Junior,0.5,0.5,610
2019_H1,Business analyst,Lead,10 и более лет,2,3000
2019_H1,Business analyst,Junior,0.5,0.25,650
2019_H1,Business analyst,Middle,2,0.25,2500
2019_H1,Business analyst,Middle,5,0.25,2500
2019_H1,Business analyst,Lead,10 и более лет,2,4000
2019_H1,Business analyst,Senior,6,6,2600
2019_H1,Business analyst,Junior,1.5,1.5,462
2019_H1,Business analyst,Middle,5,1,1500
2019_H1,Business analyst,Lead,10 и более лет,4,3500
2019_H1,Business analyst,Middle,2,2,1700
2019_H1,Business analyst,Middle,5,1,2500
2019_H1,Business analyst,Lead,8,меньше 3 месяцев,3800
2019_H1,Business analyst,Middle,4,1,1400
2019_H1,Business analyst,Middle,3,3,2250
2019_H1,Business analyst,Middle,2,0.5,2000
2019_H1,Business analyst,Middle,5,3,2600
2019_H1,Business analyst,Senior,6,1,2000
2019_H1,Business analyst,Junior,1.5,меньше 3 месяцев,1600
2019_H1,Business analyst,Junior,1,0.25,1200
2019_H1,Business analyst,Middle,5,меньше 3 месяцев,3000
2019_H1,Business analyst,Junior,1,1,1400
2019_H1,Business analyst,Senior,6,1,3000
2019_H1,Business analyst,Lead,8,1,3900
2019_H1,Business analyst,Junior,0.5,0.5,680
2019_H1,Business analyst,Middle,2,0.25,900
2019_H1,Business analyst,Middle,4,2,2500
2019_H1,Business analyst,Junior,0.5,0.5,580
2019_H1,Business analyst,Middle,5,0.5,2500
2019_H1,Business analyst,Junior,1,1,800
2019_H1,Business analyst,Junior,1.5,1.5,500
2019_H1,Business analyst,Middle,3,4,720
2019_H1,Business analyst,Middle,3,3,2500
2019_H1,Business analyst,Middle,5,0.5,3900
2019_H1,Business analyst,Junior,1,0.5,380
2019_H1,Business analyst,Middle,3,3,2100
2019_H1,Business analyst,Junior,0.5,0.5,910
2019_H1,Business analyst,Junior,0.5,0.5,450
2019_H1,Business analyst,Junior,0.5,0.5,400
2019_H1,Business analyst,Middle,5,1.5,3800
2019_H1,Business analyst,Middle,3,0.5,2200
2019_H1,Business analyst,Junior,1,1,1900
2019_H1,Business analyst,Lead,10 и более лет,5,3400
2019_H1,Business analyst,Middle,4,0.5,2500
2019_H1,Business analyst,Middle,3,1,2100
2019_H1,Business analyst,Senior,6,1,3100
2019_H1,Business analyst,Middle,4,0.5,3100
2019_H1,Business analyst,Senior,6,2,3000
2019_H1,Business analyst,Middle,5,5,1000
2019_H1,Business analyst,Middle,4,1,3300
2019_H1,Business analyst,Middle,4,0.5,1200
2019_H1,Business analyst,Senior,7,5,2300
2019_H1,Business analyst,Middle,5,3,2300
2019_H1,Business analyst,Senior,7,3,2000
2019_H1,Business analyst,Junior,1.5,1.5,1600
2019_H1,Business analyst,Junior,0.5,0.5,500
2019_H1,Business analyst,Junior,1.5,8,950
2019_H1,Business analyst,Middle,2,2,3500
2019_H1,Business analyst,Junior,1,1,900
2019_H1,Business analyst,Junior,0.25,0.25,500
2019_H1,Business analyst,Junior,1.5,0.25,980
2019_H1,Business analyst,Middle,4,2,2850
2019_H1,Business analyst,Middle,2,3,1250
2019_H1,Business analyst,Junior,0.5,2,900
2019_H1,Business analyst,Senior,6,1.5,1800
2019_H1,Business analyst,Junior,1,меньше 3 месяцев,2500
2019_H1,Business analyst,Middle,4,3,2400
2019_H1,Business analyst,Middle,3,3,1500
2019_H1,Business analyst,Middle,3,0.5,1350
2019_H1,Business analyst,Junior,0.5,0.5,1350
2019_H1,Business analyst,Junior,1.5,1.5,740
2019_H1,Business analyst,Junior,1.5,1.5,700
2019_H1,Business analyst,Junior,1,1,600
2019_H1,Business analyst,Middle,5,меньше 3 месяцев,1100
2019_H1,Business analyst,Junior,1,1,1000
2019_H1,Business analyst,Lead,10 и более лет,1,3000
2019_H1,Business analyst,Middle,3,3,3325
2019_H1,Business analyst,Lead,9,1,2200
2019_H1,Business analyst,Middle,5,меньше 3 месяцев,2000
2019_H1,Business analyst,Middle,5,1,3700
2019_H1,Business analyst,Middle,3,1,1500
2019_H1,Business analyst,Middle,4,2,2200
2019_H1,Business analyst,Middle,5,0.5,3000
2019_H1,Business analyst,Senior,7,3,3300
2019_H1,Business analyst,Middle,4,4,1675
2019_H1,Business analyst,Lead,10 и более лет,1,4700
2019_H1,Business analyst,Middle,3,3,2540
2019_H1,Business analyst,Senior,7,4,3300
2019_H1,Business analyst,Lead,10 и более лет,1.5,3500
2019_H1,Business analyst,Junior,1,1,1600
2019_H1,Business analyst,Middle,2,3,1600
2019_H1,Business analyst,Middle,3,0.5,3500
2019_H1,Business analyst,Middle,3,5,2700
2019_H1,Business analyst,Junior,1.5,1.5,1500
2019_H1,Business analyst,Senior,6,2,1800
2019_H1,Business analyst,Lead,10 и более лет,1.5,500
2019_H1,Business analyst,Junior,меньше 3 месяцев,меньше 3 месяцев,300
2019_H1,Business analyst,Middle,4,1.5,2000
2019_H1,Business analyst,Junior,1.5,1,750
2019_H1,Business analyst,Junior,1,меньше 3 месяцев,1500
2019_H1,Business analyst,Junior,1,3,2100
2019_H1,Business analyst,Senior,6,4,1800
2019_H1,Business analyst,Lead,10 и более лет,10 и более лет,3500
2019_H1,Business analyst,Senior,6,1.5,2779
2019_H1,Business analyst,Middle,2,0.25,600
2019_H1,Business analyst,Junior,1,1,1400
2019_H1,Business analyst,Junior,0.5,0.5,900
2019_H1,Business analyst,Junior,0.25,0.25,569
2019_H1,Business analyst,Middle,4,0.5,1500
2019_H1,Business analyst,Junior,меньше 3 месяцев,меньше 3 месяцев,250
2019_H1,Business analyst,Junior,0.5,0.5,830
2019_H1,Business analyst,Middle,3,3,2600
2019_H1,Business analyst,Junior,1,1,600
2019_H1,Business analyst,Middle,3,1.5,1000
2019_H1,Business analyst,Junior,меньше 3 месяцев,меньше 3 месяцев,250
2019_H1,Business analyst,Middle,3,1,1200
2019_H1,Business analyst,Junior,меньше 3 месяцев,0.5,500
2019_H1,Business analyst,Lead,8,2,2000
2019_H1,Business analyst,Senior,6,2,2400
2019_H1,Business analyst,Middle,2,1.5,2300
2019_H1,Business analyst,Middle,3,1,1200
2019_H1,Business analyst,Lead,8,0.5,3200
2019_H1,Business analyst,Middle,3,1,2000
2019_H1,Business analyst,Middle,3,1.5,800
2019_H1,Business analyst,Senior,6,1.5,2375
2019_H1,Business analyst,Middle,5,1.5,2912
2019_H1,Business analyst,Junior,1.5,1.5,1450
2019_H1,Business analyst,Middle,4,1,1400
2019_H1,Business analyst,Middle,2,0.25,800
2019_H1,Business analyst,Junior,1.5,1,2000
2019_H1,Business analyst,Junior,1,1,400
2019_H1,Business analyst,Lead,8,1.5,1200
2019_H1,Business analyst,Junior,0.5,0.5,900
2019_H1,Business analyst,Junior,0.5,0.5,800
2019_H1,Business analyst,Middle,3,0.25,2000
2019_H1,Business analyst,Junior,меньше 3 месяцев,меньше 3 месяцев,500
2019_H1,Business analyst,Senior,6,0.5,2500
2019_H1,Business analyst,Middle,5,0.25,1500
2019_H1,Business analyst,Middle,5,3,1350
2019_H1,Business analyst,Lead,10 и более лет,меньше 3 месяцев,5000
2019_H1,Business analyst,Junior,0.5,0.5,500
2019_H1,Business analyst,Junior,1,1,500
2019_H1,Business analyst,Middle,2,меньше 3 месяцев,500
2019_H1,Business analyst,Middle,3,1,1800
2019_H1,Business analyst,Middle,3,1,1500
2019_H1,Business analyst,Middle,3,2,4400
2019_H1,Business analyst,Junior,1.5,0.25,950
2019_H1,Business analyst,Junior,1,1,840
2019_H1,Business analyst,Junior,0.5,1.5,775
2019_H1,Business analyst,Junior,0.25,0.25,185
2019_H1,Business analyst,Middle,2,4,1600
2019_H1,Business analyst,Lead,9,1.5,930
2019_H1,Business analyst,Middle,5,10 и более лет,1300
2019_H1,Business analyst,Middle,5,3,1900
2019_H1,Business analyst,Middle,5,1,3400
2019_H1,Business analyst,Middle,2,0.5,1500
2019_H1,Business analyst,Junior,меньше 3 месяцев,меньше 3 месяцев,600
2019_H1,Business analyst,Junior,1.5,0.25,1800
2019_H1,Business analyst,Middle,4,1,2000
2019_H1,Business analyst,Middle,2,1,1500
2019_H1,Business analyst,Middle,3,1.5,700
2019_H1,Business analyst,Junior,1,0.5,600
2019_H1,Business analyst,Middle,5,0.5,1222
2019_H1,Business analyst,Middle,4,1.5,2400
2019_H1,Business analyst,Middle,3,0.5,1480
2019_H1,Business analyst,Middle,5,меньше 3 месяцев,2700
2019_H1,Business analyst,Senior,7,0.25,1200
2019_H1,Business analyst,Middle,3,1.5,1500
2019_H1,Business analyst,Middle,4,4,1500
2019_H1,Business analyst,Lead,10 и более лет,7,1500
2019_H1,Business analyst,Junior,1.5,1,600
2019_H1,Business analyst,Junior,1.5,1.5,1500
2019_H1,Business analyst,Middle,5,5,700
2019_H1,Business analyst,Senior,6,меньше 3 месяцев,1000
2019_H1,Business analyst,Junior,1.5,1.5,1160
2019_H1,Business analyst,Junior,1,1,1300
2019_H1,Business analyst,Middle,2,2,1500
2019_H1,Business analyst,Junior,1,1,2850
2019_H1,Business analyst,Middle,2,0.5,800
2019_H1,Business analyst,Junior,0.25,0.25,600
2019_H1,Business analyst,Senior,6,0.5,3500
2019_H1,Business analyst,Lead,8,3,3500
2019_H1,Business analyst,Middle,4,1.5,1350
2019_H1,Business analyst,Middle,4,1,3000
2019_H1,Business analyst,Junior,0.25,0.25,700
2019_H1,Business analyst,Junior,1,0.5,1300
2019_H1,Business analyst,Junior,1,4,1800
2019_H1,Business analyst,Junior,0.5,0.5,450
2019_H1,Business analyst,Junior,0.5,0.5,890
2019_H1,Business analyst,Junior,0.5,0.5,1000
2019_H1,Business analyst,Junior,1.5,1.5,1100
2019_H1,Business analyst,Middle,2,меньше 3 месяцев,3000
2019_H1,Business analyst,Middle,3,0.25,1600
2019_H1,Business analyst,Middle,5,5,1100
2019_H1,Business analyst,Middle,2,0.5,1500
2019_H1,Business analyst,Lead,10 и более лет,2,4000
2019_H1,Business analyst,Junior,1,0.5,550
2019_H1,Business analyst,Middle,4,меньше 3 месяцев,1400
2019_H1,Business analyst,Junior,1,меньше 3 месяцев,1500
2019_H1,Business analyst,Middle,4,1,2100
2019_H1,Business analyst,Lead,10 и более лет,5,1400
2019_H1,Business analyst,Middle,3,меньше 3 месяцев,1700
2019_H1,Business analyst,Junior,меньше 3 месяцев,меньше 3 месяцев,320
2019_H1,Business analyst,Junior,0.5,0.5,700
2019_H1,Business analyst,Middle,4,1,2400
2019_H1,Business analyst,Junior,0.5,0.5,300
2019_H1,Business analyst,Lead,8,0.5,2800
2019_H1,Business analyst,Junior,0.5,0.5,750
2019_H1,Business analyst,Middle,2,меньше 3 месяцев,2500
2019_H1,Business analyst,Senior,7,2,2800
2019_H2,Business Analyst,Lead,10 і більше років,3 роки,5150
2019_H2,Business Analyst,Junior,1 рік,1 рік,400
2019_H2,Business Analyst,Middle,3 роки,Менше 3 місяців,2000
2019_H2,Business Analyst,Middle,3 роки,3 роки,2100
2019_H2,Business Analyst,Senior,7 років,5 років,2100
2019_H2,Business Analyst,Middle,2 роки,Менше 3 місяців,2100
2019_H2,Business Analyst,Middle,3 роки,Менше 3 місяців,2200
2019_H2,Business Analyst,Middle,5 років,1 рік,2200
2019_H2,Business Analyst,Junior,1 рік,1 рік,2200
2019_H2,Business Analyst,Middle,3 роки,3 місяці,2200
2019_H2,Business Analyst,Middle,3 роки,Менше 3 місяців,2200
2019_H2,Business Analyst,Middle,3 роки,3 роки,2200
2019_H2,Business Analyst,Lead,10 і більше років,8 років,2300
2019_H2,Business Analyst,Junior,1 рік,1 рік,2300
2019_H2,Business Analyst,Junior,Півроку,Півроку,2300
2019_H2,Business Analyst,Senior,6 років,1 рік,2300
2019_H2,Business Analyst,Senior,6 років,2 роки,2370
2019_H2,Business Analyst,Senior,6 років,2 роки,2400
2019_H2,Business Analyst,Middle,5 років,5 років,2400
2019_H2,Business Analyst,Middle,2 роки,2 роки,2400
2019_H2,Business Analyst,Middle,4 роки,2 роки,2455
2019_H2,Business Analyst,Middle,5 років,5 років,2500
2019_H2,Business Analyst,Middle,4 роки,2 роки,2500
2019_H2,Business Analyst,Middle,3 роки,1 рік,2500
2019_H2,Business Analyst,Middle,3 роки,1 рік,2500
2019_H2,Business Analyst,Junior,Півроку,Півроку,2000
2019_H2,Business Analyst,Junior,1 рік,3 місяці,2000
2019_H2,Business Analyst,Middle,3 роки,1 рік,2000
2019_H2,Business Analyst,Middle,4 роки,4 роки,2000
2019_H2,Business Analyst,Lead,10 і більше років,5 років,1715
2019_H2,Business Analyst,Middle,4 роки,1 рік,1800
2019_H2,Business Analyst,Middle,3 роки,Менше 3 місяців,1800
2019_H2,Business Analyst,Middle,4 роки,2 роки,1800
2019_H2,Business Analyst,Middle,2 роки,1 рік,1800
2019_H2,Business Analyst,Middle,2 роки,1 рік,1800
2019_H2,Business Analyst,Middle,3 роки,Півроку,1800
2019_H2,Business Analyst,Middle,4 роки,3 місяці,1800
2019_H2,Business Analyst,Middle,2 роки,1 рік,1800
2019_H2,Business Analyst,Middle,4 роки,1 рік,1800
2019_H2,Business Analyst,Middle,3 роки,Менше 3 місяців,1875
2019_H2,Business Analyst,Middle,3 роки,Півроку,2500
2019_H2,Business Analyst,Senior,6 років,6 років,1900
2019_H2,Business Analyst,Middle,3 роки,3 роки,1900
2019_H2,Business Analyst,Middle,2 роки,1 рік,1900
2019_H2,Business Analyst,Lead,8 років,8 років,1900
2019_H2,Business Analyst,Junior,1 рік,1 рік,1900
2019_H2,Business Analyst,Middle,3 роки,3 роки,1910
2019_H2,Business Analyst,Middle,3 роки,3 роки,1950
2019_H2,Business Analyst,Middle,4 роки,4 роки,1960
2019_H2,Business Analyst,Lead,10 і більше років,3 роки,2000
2019_H2,Business Analyst,Middle,5 років,3 роки,2000
2019_H2,Business Analyst,Lead,10 і більше років,Півроку,2000
2019_H2,Business Analyst,Senior,6 років,Півроку,2000
2019_H2,Business Analyst,Middle,3 роки,8 років,1900
2019_H2,Business Analyst,Lead,8 років,1 рік,2500
2019_H2,Business Analyst,Junior,Півроку,Півроку,2500
2019_H2,Business Analyst,Junior,1 рік,Півроку,2500
2019_H2,Business Analyst,Lead,8 років,4 роки,3500
2019_H2,Business Analyst,Lead,8 років,Менше 3 місяців,3500
2019_H2,Business Analyst,Senior,6 років,2 роки,3500
2019_H2,Business Analyst,Middle,2 роки,2 роки,3500
2019_H2,Business Analyst,Middle,2 роки,2 роки,3500
2019_H2,Business Analyst,Middle,4 роки,3 місяці,3500
2019_H2,Business Analyst,Lead,10 і більше років,2 роки,3700
2019_H2,Business Analyst,Middle,5 років,2 роки,3700
2019_H2,Business Analyst,Lead,8 років,7 років,3700
2019_H2,Business Analyst,Senior,7 років,3 роки,3800
2019_H2,Business Analyst,Lead,9 років,5 років,3800
2019_H2,Business Analyst,Lead,10 і більше років,3 місяці,3500
2019_H2,Business Analyst,Senior,7 років,3 місяці,4000
2019_H2,Business Analyst,Lead,10 і більше років,5 років,4000
2019_H2,Business Analyst,Lead,10 і більше років,3 роки,4000
2019_H2,Business Analyst,Lead,8 років,3 місяці,4000
2019_H2,Business Analyst,Senior,6 років,Півроку,4000
2019_H2,Business Analyst,Middle,5 років,5 років,4000
2019_H2,Business Analyst,Lead,9 років,Півроку,4050
2019_H2,Business Analyst,Senior,7 років,3 роки,4300
2019_H2,Business Analyst,Middle,5 років,3 роки,4400
2019_H2,Business Analyst,Lead,10 і більше років,1 рік,4500
2019_H2,Business Analyst,Senior,6 років,Півроку,4800
2019_H2,Business Analyst,Junior,Півроку,Менше 3 місяців,250
2019_H2,Business Analyst,Senior,7 років,7 років,4000
2019_H2,Business Analyst,Middle,4 роки,4 роки,1700
2019_H2,Business Analyst,Lead,10 і більше років,Півроку,3500
2019_H2,Business Analyst,Middle,3 роки,6 років,3325
2019_H2,Business Analyst,Middle,4 роки,Менше 3 місяців,2500
2019_H2,Business Analyst,Middle,3 роки,Півроку,2550
2019_H2,Business Analyst,Senior,6 років,3 роки,2550
2019_H2,Business Analyst,Middle,5 років,2 роки,2600
2019_H2,Business Analyst,Middle,5 років,1 рік,2600
2019_H2,Business Analyst,Senior,6 років,Менше 3 місяців,2600
2019_H2,Business Analyst,Senior,6 років,6 років,2600
2019_H2,Business Analyst,Middle,5 років,1 рік,2800
2019_H2,Business Analyst,Middle,3 роки,1 рік,2800
2019_H2,Business Analyst,Middle,4 роки,1 рік,2800
2019_H2,Business Analyst,Middle,4 роки,4 роки,2800
2019_H2,Business Analyst,Middle,3 роки,1 рік,3400
2019_H2,Business Analyst,Senior,7 років,4 роки,2900
2019_H2,Business Analyst,Lead,10 і більше років,2 роки,3000
2019_H2,Business Analyst,Middle,3 роки,1 рік,3000
2019_H2,Business Analyst,Middle,4 роки,3 місяці,3000
2019_H2,Business Analyst,Middle,5 років,Півроку,3000
2019_H2,Business Analyst,Middle,2 роки,2 роки,3000
2019_H2,Business Analyst,Middle,4 роки,Півроку,3000
2019_H2,Business Analyst,Senior,6 років,Півроку,3200
2019_H2,Business Analyst,Lead,9 років,2 роки,3200
2019_H2,Business Analyst,Middle,3 роки,Менше 3 місяців,3200
2019_H2,Business Analyst,Middle,2 роки,Менше 3 місяців,3250
2019_H2,Business Analyst,Middle,4 роки,Півроку,3300
2019_H2,Business Analyst,Middle,2 роки,Півроку,2900
2019_H2,Business Analyst,Middle,5 років,1 рік,1700
2019_H2,Business Analyst,Senior,7 років,7 років,2870
2019_H2,Business Analyst,Middle,3 роки,2 роки,1670
2019_H2,Business Analyst,Middle,5 років,2 роки,780
2019_H2,Business Analyst,Middle,2 роки,2 роки,800
2019_H2,Business Analyst,Junior,Півроку,Півроку,800
2019_H2,Business Analyst,Junior,Півроку,3 місяці,800
2019_H2,Business Analyst,Junior,1 рік,Менше 3 місяців,800
2019_H2,Business Analyst,Junior,Півроку,Півроку,800
2019_H2,Business Analyst,Junior,Півроку,2 роки,800
2019_H2,Business Analyst,Middle,2 роки,Півроку,800
2019_H2,Business Analyst,Junior,1 рік,Менше 3 місяців,800
2019_H2,Business Analyst,Junior,1 рік,1 рік,835
2019_H2,Business Analyst,Middle,3 роки,2 роки,850
2019_H2,Business Analyst,Middle,2 роки,2 роки,772
2019_H2,Business Analyst,Junior,1 рік,5 років,850
2019_H2,Business Analyst,Junior,Півроку,Півроку,900
2019_H2,Business Analyst,Junior,1 рік,1 рік,900
2019_H2,Business Analyst,Junior,1 рік,Півроку,900
2019_H2,Business Analyst,Middle,3 роки,1 рік,900
2019_H2,Business Analyst,Junior,1 рік,Півроку,900
2019_H2,Business Analyst,Junior,1 рік,1 рік,900
2019_H2,Business Analyst,Junior,1 рік,1 рік,900
2019_H2,Business Analyst,Middle,3 роки,Півроку,920
2019_H2,Business Analyst,Middle,3 роки,1 рік,1000
2019_H2,Business Analyst,Junior,Півроку,Півроку,1000
2019_H2,Business Analyst,Junior,1 рік,1 рік,1000
2019_H2,Business Analyst,Junior,1 рік,Півроку,850
2019_H2,Business Analyst,Middle,3 роки,1 рік,1000
2019_H2,Business Analyst,Junior,1 рік,1 рік,765
2019_H2,Business Analyst,Junior,3 місяці,3 місяці,750
2019_H2,Business Analyst,Junior,1 рік,1 рік,400
2019_H2,Business Analyst,Middle,2 роки,Півроку,1680
2019_H2,Business Analyst,Middle,2 роки,1 рік,415
2019_H2,Business Analyst,Junior,Півроку,Півроку,430
2019_H2,Business Analyst,Junior,Півроку,Півроку,430
2019_H2,Business Analyst,Junior,1 рік,1 рік,500
2019_H2,Business Analyst,Junior,Півроку,3 місяці,500
2019_H2,Business Analyst,Junior,3 місяці,3 місяці,500
2019_H2,Business Analyst,Junior,Півроку,Півроку,500
2019_H2,Business Analyst,Junior,3 місяці,3 місяці,500
2019_H2,Business Analyst,Junior,1 рік,1 рік,500
2019_H2,Business Analyst,Junior,3 місяці,Півроку,750
2019_H2,Business Analyst,Junior,1 рік,1 рік,530
2019_H2,Business Analyst,Junior,Менше 3 місяців,Менше 3 місяців,550
2019_H2,Business Analyst,Junior,3 місяці,3 роки,600
2019_H2,Business Analyst,Junior,1 рік,1 рік,600
2019_H2,Business Analyst,Junior,Півроку,Півроку,600
2019_H2,Business Analyst,Junior,1 рік,1 рік,600
2019_H2,Business Analyst,Junior,Півроку,2 роки,618
2019_H2,Business Analyst,Junior,Півроку,Півроку,700
2019_H2,Business Analyst,Senior,7 років,9 років,700
2019_H2,Business Analyst,Junior,Менше 3 місяців,Менше 3 місяців,700
2019_H2,Business Analyst,Junior,1 рік,1 рік,700
2019_H2,Business Analyst,Middle,3 роки,3 роки,700
2019_H2,Business Analyst,Junior,1 рік,1 рік,550
2019_H2,Business Analyst,Junior,3 місяці,3 місяці,1000
2019_H2,Business Analyst,Junior,1 рік,1 рік,700
2019_H2,Business Analyst,Junior,1 рік,1 рік,1000
2019_H2,Business Analyst,Middle,4 роки,1 рік,1450
2019_H2,Business Analyst,Middle,2 роки,1 рік,1450
2019_H2,Business Analyst,Lead,10 і більше років,10 і більше років,1500
2019_H2,Business Analyst,Middle,2 роки,1 рік,1500
2019_H2,Business Analyst,Middle,3 роки,1 рік,1500
2019_H2,Business Analyst,Junior,1 рік,1 рік,1500
2019_H2,Business Analyst,Senior,6 років,2 роки,1500
2019_H2,Business Analyst,Middle,2 роки,1 рік,1500
2019_H2,Business Analyst,Middle,2 роки,Менше 3 місяців,1500
2019_H2,Business Analyst,Middle,3 роки,4 роки,1500
2019_H2,Business Analyst,Junior,1 рік,3 роки,1500
2019_H2,Business Analyst,Junior,1 рік,3 роки,1400
2019_H2,Business Analyst,Middle,2 роки,Менше 3 місяців,1500
2019_H2,Business Analyst,Middle,2 роки,Півроку,1500
2019_H2,Business Analyst,Junior,Півроку,3 місяці,1500
2019_H2,Business Analyst,Middle,3 роки,1 рік,1550
2019_H2,Business Analyst,Middle,4 роки,Менше 3 місяців,1600
2019_H2,Business Analyst,Middle,4 роки,2 роки,1600
2019_H2,Business Analyst,Middle,3 роки,1 рік,1600
2019_H2,Business Analyst,Middle,2 роки,1 рік,1600
2019_H2,Business Analyst,Middle,2 роки,3 місяці,1600
2019_H2,Business Analyst,Middle,2 роки,Менше 3 місяців,1666
2019_H2,Business Analyst,Middle,3 роки,3 місяці,1000
2019_H2,Business Analyst,Junior,1 рік,Півроку,1650
2019_H2,Business Analyst,Middle,3 роки,1 рік,1500
2019_H2,Business Analyst,Middle,2 роки,1 рік,1400
2019_H2,Business Analyst,Middle,2 роки,1 рік,1500
2019_H2,Business Analyst,Junior,1 рік,Менше 3 місяців,1300
2019_H2,Business Analyst,Junior,1 рік,Півроку,1000
2019_H2,Business Analyst,Junior,1 рік,Менше 3 місяців,1000
2019_H2,Business Analyst,Middle,5 років,1 рік,1400
2019_H2,Business Analyst,Junior,1 рік,1 рік,1000
2019_H2,Business Analyst,Middle,4 роки,2 роки,1100
2019_H2,Business Analyst,Middle,2 роки,2 роки,1100
2019_H2,Business Analyst,Junior,1 рік,3 місяці,1150
2019_H2,Business Analyst,Junior,Півроку,Півроку,1150
2019_H2,Business Analyst,Middle,2 роки,Півроку,1200
2019_H2,Business Analyst,Middle,5 років,2 роки,1200
2019_H2,Business Analyst,Junior,1 рік,3 місяці,1200
2019_H2,Business Analyst,Junior,1 рік,Півроку,1200
2019_H2,Business Analyst,Lead,10 і більше років,3 роки,1200
2019_H2,Business Analyst,Middle,2 роки,Менше 3 місяців,1000
2019_H2,Business Analyst,Junior,3 місяці,3 місяці,1200
2019_H2,Business Analyst,Junior,1 рік,Менше 3 місяців,1200
2019_H2,Business Analyst,Middle,2 роки,2 роки,1200
2019_H2,Business Analyst,Middle,2 роки,1 рік,1200
2019_H2,Business Analyst,Middle,4 роки,2 роки,1200
2019_H2,Business Analyst,Middle,2 роки,2 роки,1300
2019_H2,Business Analyst,Middle,2 роки,2 роки,1300
2019_H2,Business Analyst,Middle,2 роки,1 рік,1300
2019_H2,Business Analyst,Junior,1 рік,Півроку,1300
2019_H2,Business Analyst,Middle,2 роки,1 рік,1300
2020_H1,Business analyst,Middle,2.0,0.5,2650
2020_H1,Business analyst,Middle,2.0,0.5,2600
2020_H1,Business analyst,Middle,5.0,3.0,2600
2020_H1,Business analyst,Middle,3.0,0.5,2550
2020_H1,Business analyst,Middle,3.0,1.0,2550
2020_H1,Business analyst,Middle,3.0,1.0,2500
2020_H1,Business analyst,Middle,5.0,0.25,2500
2020_H1,Business analyst,Lead,9.0,2.0,2500
2020_H1,Business analyst,Middle,2.0,0.25,2500
2020_H1,Business analyst,Senior,6.0,1.0,2500
2020_H1,Business analyst,Middle,4.0,0.0,2500
2020_H1,Business analyst,Middle,4.0,2.0,2660
2020_H1,Business analyst,Lead,8.0,3.0,2500
2020_H1,Business analyst,Junior,0.5,2.0,2527
2020_H1,Business analyst,Middle,2.0,0.0,2500
2020_H1,Business analyst,Senior,6.0,0.5,2800
2020_H1,Business analyst,Middle,2.0,1.0,2700
2020_H1,Business analyst,Middle,4.0,2.0,2700
2020_H1,Business analyst,Middle,3.0,5.0,2700
2020_H1,Business analyst,Lead,10.0,0.5,2700
2020_H1,Business analyst,Middle,4.0,1.0,2700
2020_H1,Business analyst,Senior,6.0,3.0,2700
2020_H1,Business analyst,Middle,4.0,0.25,2750
2020_H1,Business analyst,Senior,6.0,2.0,2800
2020_H1,Business analyst,Middle,2.0,1.0,2800
2020_H1,Business analyst,Senior,6.0,5.0,2800
2020_H1,Business analyst,Senior,7.0,2.0,2800
2020_H1,Business analyst,Middle,4.0,1.0,2500
2020_H1,Business analyst,Middle,5.0,3.0,2800
