Period,Position,Seniority,Global_exp,Local_exp,Salary,GDP
2019.12,Business Analyst,Middle,3 роки,2 роки,1670,3619.86157226563
2019.12,Business Analyst,Junior,Півроку,Менше 3 місяців,250,3619.86157226563
2019.12,Business Analyst,Junior,1 рік,1 рік,400,3619.86157226563
2019.12,Business Analyst,Junior,1 рік,1 рік,400,3619.86157226563
2019.12,Business Analyst,Middle,2 роки,1 рік,415,3619.86157226563
2019.12,Business Analyst,Junior,Півроку,Півроку,430,3619.86157226563
2019.12,Business Analyst,Junior,Півроку,Півроку,430,3619.86157226563
2019.12,Business Analyst,Junior,1 рік,1 рік,500,3619.86157226563
2019.12,Business Analyst,Junior,Півроку,3 місяці,500,3619.86157226563
2019.12,Business Analyst,Junior,3 місяці,3 місяці,500,3619.86157226563
2019.12,Business Analyst,Junior,Півроку,Півроку,500,3619.86157226563
2019.12,Business Analyst,Middle,3 роки,3 роки,700,3619.86157226563
2019.12,Business Analyst,Junior,3 місяці,3 місяці,500,3619.86157226563
2019.12,Business Analyst,Junior,1 рік,1 рік,530,3619.86157226563
2019.12,Business Analyst,Junior,1 рік,1 рік,550,3619.86157226563
2019.12,Business Analyst,Junior,Менше 3 місяців,Менше 3 місяців,550,3619.86157226563
2019.12,Business Analyst,Junior,3 місяці,3 роки,600,3619.86157226563
2019.12,Business Analyst,Junior,1 рік,1 рік,600,3619.86157226563
2019.12,Business Analyst,Junior,Півроку,Півроку,600,3619.86157226563
2019.12,Business Analyst,Junior,1 рік,1 рік,600,3619.86157226563
2019.12,Business Analyst,Junior,Півроку,2 роки,618,3619.86157226563
2019.12,Business Analyst,Junior,Півроку,Півроку,700,3619.86157226563
2019.12,Business Analyst,Junior,Менше 3 місяців,Менше 3 місяців,700,3619.86157226563
2019.12,Business Analyst,Junior,1 рік,1 рік,700,3619.86157226563
2019.12,Business Analyst,Junior,1 рік,1 рік,500,3619.86157226563
2019.12,Business Analyst,Junior,1 рік,1 рік,1000,3619.86157226563
2019.12,Business Analyst,Senior,7 років,9 років,700,3619.86157226563
2019.12,Business Analyst,Junior,3 місяці,3 місяці,1000,3619.86157226563
2019.12,Business Analyst,Junior,1 рік,3 роки,1400,3619.86157226563
2019.12,Business Analyst,Middle,4 роки,1 рік,1450,3619.86157226563
2019.12,Business Analyst,Middle,2 роки,1 рік,1450,3619.86157226563
2019.12,Business Analyst,Lead,10 і більше років,10 і більше років,1500,3619.86157226563
2019.12,Business Analyst,Middle,2 роки,1 рік,1500,3619.86157226563
2019.12,Business Analyst,Middle,3 роки,1 рік,1500,3619.86157226563
2019.12,Business Analyst,Junior,1 рік,1 рік,1500,3619.86157226563
2019.12,Business Analyst,Senior,6 років,2 роки,1500,3619.86157226563
2019.12,Business Analyst,Middle,2 роки,1 рік,1500,3619.86157226563
2019.12,Business Analyst,Middle,2 роки,Менше 3 місяців,1500,3619.86157226563
2019.12,Business Analyst,Middle,3 роки,4 роки,1500,3619.86157226563
2019.12,Business Analyst,Middle,2 роки,1 рік,1400,3619.86157226563
2019.12,Business Analyst,Middle,2 роки,1 рік,1500,3619.86157226563
2019.12,Business Analyst,Middle,3 роки,1 рік,1500,3619.86157226563
2019.12,Business Analyst,Middle,2 роки,Півроку,1500,3619.86157226563
2019.12,Business Analyst,Junior,Півроку,3 місяці,1500,3619.86157226563
2019.12,Business Analyst,Middle,3 роки,1 рік,1550,3619.86157226563
2019.12,Business Analyst,Middle,4 роки,Менше 3 місяців,1600,3619.86157226563
2019.12,Business Analyst,Middle,4 роки,2 роки,1600,3619.86157226563
2019.12,Business Analyst,Middle,3 роки,1 рік,1600,3619.86157226563
2019.12,Business Analyst,Middle,2 роки,1 рік,1600,3619.86157226563
2019.12,Business Analyst,Middle,2 роки,3 місяці,1600,3619.86157226563
2019.12,Business Analyst,Middle,3 роки,1 рік,1000,3619.86157226563
2019.12,Business Analyst,Junior,1 рік,Півроку,1650,3619.86157226563
2019.12,Business Analyst,Middle,2 роки,Менше 3 місяців,1500,3619.86157226563
2019.12,Business Analyst,Middle,5 років,1 рік,1400,3619.86157226563
2019.12,Business Analyst,Junior,1 рік,3 роки,1500,3619.86157226563
2019.12,Business Analyst,Middle,2 роки,1 рік,1300,3619.86157226563
2019.12,Business Analyst,Junior,1 рік,1 рік,1000,3619.86157226563
2019.12,Business Analyst,Junior,1 рік,Менше 3 місяців,1300,3619.86157226563
2019.12,Business Analyst,Middle,2 роки,Менше 3 місяців,1000,3619.86157226563
2019.12,Business Analyst,Junior,1 рік,Півроку,1000,3619.86157226563
2019.12,Business Analyst,Junior,1 рік,Менше 3 місяців,1000,3619.86157226563
2019.12,Business Analyst,Junior,1 рік,1 рік,1000,3619.86157226563
2019.12,Business Analyst,Middle,3 роки,3 місяці,1000,3619.86157226563
2019.12,Business Analyst,Middle,2 роки,2 роки,1100,3619.86157226563
2019.12,Business Analyst,Junior,1 рік,3 місяці,1150,3619.86157226563
2019.12,Business Analyst,Junior,Півроку,Півроку,1150,3619.86157226563
2019.12,Business Analyst,Lead,10 і більше років,3 роки,1200,3619.86157226563
2019.12,Business Analyst,Middle,2 роки,Півроку,1200,3619.86157226563
2019.12,Business Analyst,Middle,4 роки,2 роки,1100,3619.86157226563
2019.12,Business Analyst,Middle,2 роки,1 рік,1300,3619.86157226563
2019.12,Business Analyst,Junior,1 рік,3 місяці,1200,3619.86157226563
2019.12,Business Analyst,Junior,1 рік,Півроку,1200,3619.86157226563
2019.12,Business Analyst,Junior,3 місяці,3 місяці,1200,3619.86157226563
2019.12,Business Analyst,Junior,1 рік,Менше 3 місяців,1200,3619.86157226563
2019.12,Business Analyst,Middle,2 роки,2 роки,1200,3619.86157226563
2019.12,Business Analyst,Middle,2 роки,1 рік,1200,3619.86157226563
2019.12,Business Analyst,Middle,4 роки,2 роки,1200,3619.86157226563
2019.12,Business Analyst,Middle,2 роки,2 роки,1300,3619.86157226563
2019.12,Business Analyst,Middle,2 роки,2 роки,1300,3619.86157226563
2019.12,Business Analyst,Junior,1 рік,Півроку,1300,3619.86157226563
2019.12,Business Analyst,Middle,5 років,2 роки,1200,3619.86157226563
2020.06,Business analyst,Middle,5.0,0.25,2500,3709.76928710938
2020.06,Business analyst,Junior,0.5,2.0,2527,3709.76928710938
2020.06,Business analyst,Middle,4.0,1.0,2500,3709.76928710938
2020.06,Business analyst,Middle,3.0,0.5,2550,3709.76928710938
2020.06,Business analyst,Lead,9.0,2.0,2500,3709.76928710938
2020.06,Business analyst,Middle,3.0,1.0,2550,3709.76928710938
2020.06,Business analyst,Middle,5.0,3.0,2600,3709.76928710938
2020.06,Business analyst,Middle,3.0,1.0,2500,3709.76928710938
2020.06,Business analyst,Senior,6.0,1.0,2500,3709.76928710938
2020.06,Business analyst,Lead,8.0,3.0,2500,3709.76928710938
2020.06,Business analyst,Middle,2.0,0.25,2500,3709.76928710938
2020.06,Business analyst,Middle,4.0,0.0,2500,3709.76928710938
2020.06,Business analyst,Middle,2.0,1.0,2500,3709.76928710938
2020.06,Business analyst,Middle,2.0,0.0,2500,3709.76928710938
2020.06,Business analyst,Middle,2.0,0.5,2600,3709.76928710938
2020.06,Business analyst,Senior,6.0,0.5,2800,3709.76928710938
2020.06,Business analyst,Middle,4.0,2.0,2660,3709.76928710938
2020.06,Business analyst,Middle,4.0,2.0,2670,3709.76928710938
2020.06,Business analyst,Middle,2.0,1.0,2700,3709.76928710938
2020.06,Business analyst,Middle,4.0,2.0,2700,3709.76928710938
2020.06,Business analyst,Middle,3.0,5.0,2700,3709.76928710938
2020.06,Business analyst,Lead,10.0,0.5,2700,3709.76928710938
2020.06,Business analyst,Middle,4.0,1.0,2700,3709.76928710938
2020.06,Business analyst,Senior,6.0,3.0,2700,3709.76928710938
2020.06,Business analyst,Middle,4.0,0.25,2750,3709.76928710938
2020.06,Business analyst,Senior,6.0,2.0,2800,3709.76928710938
2020.06,Business analyst,Middle,2.0,1.0,2800,3709.76928710938
2020.06,Business analyst,Senior,7.0,7.0,2800,3709.76928710938
2020.06,Business analyst,Junior,1.0,0.5,2500,3709.76928710938
2020.06,Business analyst,Senior,6.0,5.0,2800,3709.76928710938
2020.06,Business analyst,Middle,2.0,0.5,2650,3709.76928710938
2020.06,Business analyst,Middle,5.0,10.0,2500,3709.76928710938
2020.06,Business analyst,Middle,5.0,3.0,2150,3709.76928710938
2020.06,Business analyst,Middle,5.0,0.0,2500,3709.76928710938
2020.06,Business analyst,Lead,10.0,1.0,2000,3709.76928710938
2020.06,Business analyst,Middle,5.0,3.0,2800,3709.76928710938
2020.06,Business analyst,Middle,4.0,0.5,2000,3709.76928710938
2020.06,Business analyst,Middle,3.0,2.0,2000,3709.76928710938
2020.06,Business analyst,Middle,3.0,2.0,2100,3709.76928710938
2020.06,Business analyst,Lead,10.0,8.0,2100,3709.76928710938
2020.06,Business analyst,Middle,2.0,0.0,2100,3709.76928710938
2020.06,Business analyst,Senior,6.0,1.0,2100,3709.76928710938
2020.06,Business analyst,Middle,3.0,0.5,2150,3709.76928710938
2020.06,Business analyst,Middle,4.0,1.0,2200,3709.76928710938
2020.06,Business analyst,Middle,3.0,0.5,2200,3709.76928710938
2020.06,Business analyst,Middle,4.0,0.5,2200,3709.76928710938
2020.06,Business analyst,Middle,2.0,0.0,2200,3709.76928710938
2020.06,Business analyst,Middle,3.0,1.0,2200,3709.76928710938
2020.06,Business analyst,Middle,2.0,0.5,2200,3709.76928710938
2020.06,Business analyst,Middle,4.0,0.5,2200,3709.76928710938
2020.06,Business analyst,Junior,1.0,1.0,2200,3709.76928710938
2020.06,Business analyst,Senior,6.0,0.5,2500,3709.76928710938
2020.06,Business analyst,Lead,10.0,4.0,2500,3709.76928710938
2020.06,Business analyst,Senior,6.0,3.0,2470,3709.76928710938
2020.06,Business analyst,Middle,3.0,3.0,2450,3709.76928710938
2020.06,Business analyst,Middle,2.0,2.0,2400,3709.76928710938
2020.06,Business analyst,Middle,4.0,9.0,2400,3709.76928710938
2020.06,Business analyst,Middle,4.0,0.0,2500,3709.76928710938
2020.06,Business analyst,Lead,9.0,3.0,2400,3709.76928710938
2020.06,Business analyst,Middle,5.0,2.0,2350,3709.76928710938
2020.06,Business analyst,Middle,5.0,1.0,2300,3709.76928710938
2020.06,Business analyst,Middle,4.0,1.0,2300,3709.76928710938
2020.06,Business analyst,Middle,3.0,2.0,2300,3709.76928710938
2020.06,Business analyst,Senior,6.0,6.0,2300,3709.76928710938
2020.06,Business analyst,Middle,4.0,4.0,2300,3709.76928710938
2020.06,Business analyst,Middle,2.0,0.5,2400,3709.76928710938
2020.06,Business analyst,Senior,7.0,2.0,2800,3709.76928710938
2020.06,Business analyst,Lead,10.0,10.0,4000,3709.76928710938
2020.06,Business analyst,Middle,5.0,2.0,2850,3709.76928710938
2020.06,Business analyst,Lead,10.0,0.5,3500,3709.76928710938
2020.06,Business analyst,Middle,5.0,1.0,3500,3709.76928710938
2020.06,Business analyst,Senior,6.0,1.0,3570,3709.76928710938
2020.06,Business analyst,Middle,4.0,0.0,3600,3709.76928710938
2020.06,Business analyst,Senior,6.0,1.0,3600,3709.76928710938
2020.06,Business analyst,Lead,9.0,2.0,3600,3709.76928710938
2020.06,Business analyst,Senior,7.0,5.0,3700,3709.76928710938
2020.06,Business analyst,Lead,9.0,0.0,3700,3709.76928710938
2020.06,Business analyst,Middle,5.0,2.0,3700,3709.76928710938
2020.06,Business analyst,Lead,8.0,2.0,3800,3709.76928710938
2020.06,Business analyst,Senior,6.0,1.0,3800,3709.76928710938
2020.06,Business analyst,Lead,10.0,2.0,3800,3709.76928710938
2020.06,Business analyst,Lead,10.0,0.5,3850,3709.76928710938
2020.06,Business analyst,Senior,7.0,4.0,3900,3709.76928710938
2020.06,Business analyst,Middle,3.0,3.0,3900,3709.76928710938
2020.06,Business analyst,Senior,6.0,2.0,3990,3709.76928710938
2020.06,Business analyst,Senior,6.0,2.0,4000,3709.76928710938
2020.06,Business analyst,Middle,2.0,1.0,2000,3709.76928710938
2020.06,Business analyst,Lead,10.0,2.0,4600,3709.76928710938
2020.06,Business analyst,Lead,9.0,5.0,4500,3709.76928710938
2020.06,Business analyst,Lead,10.0,4.0,4500,3709.76928710938
2020.06,Business analyst,Lead,10.0,6.0,4300,3709.76928710938
2020.06,Business analyst,Middle,5.0,5.0,4250,3709.76928710938
2020.06,Business analyst,Lead,10.0,0.5,3500,3709.76928710938
2020.06,Business analyst,Lead,10.0,6.0,4200,3709.76928710938
2020.06,Business analyst,Senior,7.0,2.0,4180,3709.76928710938
2020.06,Business analyst,Lead,8.0,3.0,4100,3709.76928710938
2020.06,Business analyst,Middle,5.0,4.0,4000,3709.76928710938
2020.06,Business analyst,Lead,10.0,1.0,4000,3709.76928710938
2020.06,Business analyst,Lead,8.0,7.0,4000,3709.76928710938
2020.06,Business analyst,Lead,8.0,6.0,4000,3709.76928710938
2020.06,Business analyst,Middle,5.0,2.0,4200,3709.76928710938
2020.06,Business analyst,Middle,4.0,4.0,2812,3709.76928710938
2020.06,Business analyst,Lead,9.0,4.0,3500,3709.76928710938
2020.06,Business analyst,Lead,10.0,2.0,3500,3709.76928710938
2020.06,Business analyst,Middle,5.0,1.0,2900,3709.76928710938
2020.06,Business analyst,Lead,8.0,0.5,3000,3709.76928710938
2020.06,Business analyst,Middle,3.0,3.0,3000,3709.76928710938
2020.06,Business analyst,Middle,4.0,1.0,3000,3709.76928710938
2020.06,Business analyst,Middle,3.0,8.0,3000,3709.76928710938
2020.06,Business analyst,Middle,5.0,3.0,3000,3709.76928710938
2020.06,Business analyst,Lead,10.0,0.25,3000,3709.76928710938
2020.06,Business analyst,Middle,4.0,2.0,3000,3709.76928710938
2020.06,Business analyst,Middle,2.0,2.0,3000,3709.76928710938
2020.06,Business analyst,Middle,4.0,1.0,3000,3709.76928710938
2020.06,Business analyst,Middle,3.0,0.5,3000,3709.76928710938
2020.06,Business analyst,Lead,10.0,1.0,4700,3709.76928710938
2020.06,Business analyst,Senior,7.0,2.0,3000,3709.76928710938
2020.06,Business analyst,Middle,5.0,5.0,3000,3709.76928710938
2020.06,Business analyst,Senior,7.0,2.0,3000,3709.76928710938
2020.06,Business analyst,Lead,8.0,4.0,3000,3709.76928710938
2020.06,Business analyst,Middle,4.0,0.5,3000,3709.76928710938
2020.06,Business analyst,Lead,8.0,2.0,3400,3709.76928710938
2020.06,Business analyst,Lead,10.0,5.0,3370,3709.76928710938
2020.06,Business analyst,Lead,10.0,7.0,3350,3709.76928710938
2020.06,Business analyst,Middle,4.0,7.0,3325,3709.76928710938
2020.06,Business analyst,Senior,6.0,2.0,3300,3709.76928710938
2020.06,Business analyst,Middle,4.0,2.0,3300,3709.76928710938
2020.06,Business analyst,Senior,6.0,0.0,3500,3709.76928710938
2020.06,Business analyst,Senior,7.0,0.5,3300,3709.76928710938
2020.06,Business analyst,Middle,3.0,2.0,3200,3709.76928710938
2020.06,Business analyst,Lead,9.0,0.0,3200,3709.76928710938
2020.06,Business analyst,Middle,5.0,1.0,3200,3709.76928710938
2020.06,Business analyst,Senior,6.0,6.0,3100,3709.76928710938
2020.06,Business analyst,Senior,7.0,0.0,3090,3709.76928710938
2020.06,Business analyst,Senior,6.0,1.0,3040,3709.76928710938
2020.06,Business analyst,Middle,2.0,0.5,3250,3709.76928710938
2020.06,Business analyst,Middle,4.0,4.0,2000,3709.76928710938
2020.06,Business analyst,Junior,0.5,0.25,630,3709.76928710938
2020.06,Business analyst,Middle,3.0,3.0,2000,3709.76928710938
2020.06,Business analyst,Junior,1.0,1.0,800,3709.76928710938
2020.06,Business analyst,Junior,1.0,1.0,800,3709.76928710938
2020.06,Business analyst,Middle,2.0,2.0,800,3709.76928710938
2020.06,Business analyst,Junior,1.0,1.0,850,3709.76928710938
2020.06,Business analyst,Junior,1.0,1.0,850,3709.76928710938
2020.06,Business analyst,Lead,10.0,2.0,900,3709.76928710938
2020.06,Business analyst,Middle,3.0,1.0,900,3709.76928710938
2020.06,Business analyst,Junior,1.0,1.0,900,3709.76928710938
2020.06,Business analyst,Junior,1.0,1.0,900,3709.76928710938
2020.06,Business analyst,Junior,1.0,0.0,920,3709.76928710938
2020.06,Business analyst,Junior,1.0,1.0,960,3709.76928710938
2020.06,Business analyst,Junior,1.0,1.0,1000,3709.76928710938
2020.06,Business analyst,Middle,2.0,2.0,1000,3709.76928710938
2020.06,Business analyst,Junior,1.0,0.0,1000,3709.76928710938
2020.06,Business analyst,Middle,5.0,4.0,1000,3709.76928710938
2020.06,Business analyst,Middle,2.0,1.0,1000,3709.76928710938
2020.06,Business analyst,Junior,1.0,1.0,1000,3709.76928710938
2020.06,Business analyst,Middle,4.0,3.0,1200,3709.76928710938
2020.06,Business analyst,Middle,2.0,2.0,1200,3709.76928710938
2020.06,Business analyst,Middle,2.0,0.5,1150,3709.76928710938
2020.06,Business analyst,Middle,2.0,1.0,1150,3709.76928710938
2020.06,Business analyst,Middle,4.0,1.0,1140,3709.76928710938
2020.06,Business analyst,Middle,2.0,2.0,1100,3709.76928710938
2020.06,Business analyst,Junior,1.0,0.0,750,3709.76928710938
2020.06,Business analyst,Middle,2.0,0.0,1100,3709.76928710938
2020.06,Business analyst,Middle,2.0,1.0,1000,3709.76928710938
2020.06,Business analyst,Middle,5.0,2.0,1000,3709.76928710938
2020.06,Business analyst,Lead,8.0,2.0,1000,3709.76928710938
2020.06,Business analyst,Middle,5.0,5.0,1000,3709.76928710938
2020.06,Business analyst,Junior,1.0,0.0,1000,3709.76928710938
2020.06,Business analyst,Middle,4.0,1.0,1000,3709.76928710938
2020.06,Business analyst,Junior,1.0,0.5,1000,3709.76928710938
2020.06,Business analyst,Junior,1.0,1.0,1200,3709.76928710938
2020.06,Business analyst,Junior,1.0,1.0,750,3709.76928710938
2020.06,Business analyst,Middle,2.0,2.0,727,3709.76928710938
2020.06,Business analyst,Junior,0.5,0.5,245,3709.76928710938
2020.06,Business analyst,Junior,0.5,0.5,300,3709.76928710938
2020.06,Business analyst,Junior,1.0,1.0,315,3709.76928710938
2020.06,Business analyst,Junior,1.0,1.0,350,3709.76928710938
2020.06,Business analyst,Junior,1.0,1.0,400,3709.76928710938
2020.06,Business analyst,Junior,1.0,1.0,400,3709.76928710938
2020.06,Business analyst,Junior,1.0,1.0,405,3709.76928710938
2020.06,Business analyst,Junior,0.5,0.5,410,3709.76928710938
2020.06,Business analyst,Junior,0.0,0.0,470,3709.76928710938
2020.06,Business analyst,Middle,2.0,2.0,487,3709.76928710938
2020.06,Business analyst,Junior,1.0,0.5,500,3709.76928710938
2020.06,Business analyst,Junior,1.0,1.0,500,3709.76928710938
2020.06,Business analyst,Junior,0.5,0.5,500,3709.76928710938
2020.06,Business analyst,Junior,0.5,0.5,500,3709.76928710938
2020.06,Business analyst,Junior,1.0,1.0,550,3709.76928710938
2020.06,Business analyst,Junior,1.0,1.0,550,3709.76928710938
2020.06,Business analyst,Junior,1.0,1.0,590,3709.76928710938
2020.06,Business analyst,Junior,1.0,1.0,700,3709.76928710938
2020.06,Business analyst,Junior,1.0,0.5,700,3709.76928710938
2020.06,Business analyst,Middle,4.0,0.5,700,3709.76928710938
2020.06,Business analyst,Junior,0.0,0.0,700,3709.76928710938
2020.06,Business analyst,Middle,2.0,0.25,700,3709.76928710938
2020.06,Business analyst,Junior,0.0,0.0,700,3709.76928710938
2020.06,Business analyst,Junior,0.5,0.5,740,3709.76928710938
2020.06,Business analyst,Junior,1.0,1.0,680,3709.76928710938
2020.06,Business analyst,Junior,1.0,3.0,650,3709.76928710938
2020.06,Business analyst,Lead,10.0,1.0,4750,3709.76928710938
2020.06,Business analyst,Junior,1.0,0.25,625,3709.76928710938
2020.06,Business analyst,Junior,0.25,0.25,600,3709.76928710938
2020.06,Business analyst,Middle,3.0,0.25,600,3709.76928710938
2020.06,Business analyst,Junior,1.0,1.0,600,3709.76928710938
2020.06,Business analyst,Middle,3.0,3.0,675,3709.76928710938
2020.06,Business analyst,Middle,2.0,0.0,1200,3709.76928710938
2020.06,Business analyst,Junior,0.5,2.0,1200,3709.76928710938
2020.06,Business analyst,Middle,2.0,0.5,1200,3709.76928710938
2020.06,Business analyst,Middle,4.0,2.0,1700,3709.76928710938
2020.06,Business analyst,Middle,3.0,2.0,1700,3709.76928710938
2020.06,Business analyst,Middle,4.0,0.0,1700,3709.76928710938
2020.06,Business analyst,Middle,4.0,2.0,1700,3709.76928710938
2020.06,Business analyst,Middle,3.0,0.0,1700,3709.76928710938
2020.06,Business analyst,Middle,3.0,2.0,1700,3709.76928710938
2020.06,Business analyst,Middle,2.0,2.0,1700,3709.76928710938
2020.06,Business analyst,Junior,0.0,3.0,1700,3709.76928710938
2020.06,Business analyst,Senior,7.0,6.0,1700,3709.76928710938
2020.06,Business analyst,Middle,2.0,0.5,1735,3709.76928710938
2020.06,Business analyst,Middle,3.0,2.0,1800,3709.76928710938
2020.06,Business analyst,Middle,2.0,2.0,1800,3709.76928710938
2020.06,Business analyst,Middle,2.0,0.25,1800,3709.76928710938
2020.06,Business analyst,Senior,6.0,5.0,1800,3709.76928710938
2020.06,Business analyst,Middle,5.0,0.25,1800,3709.76928710938
2020.06,Business analyst,Middle,2.0,1.0,1800,3709.76928710938
2020.06,Business analyst,Middle,3.0,0.0,1800,3709.76928710938
2020.06,Business analyst,Lead,10.0,10.0,2000,3709.76928710938
2020.06,Business analyst,Middle,3.0,3.0,2000,3709.76928710938
2020.06,Business analyst,Middle,2.0,0.5,2000,3709.76928710938
2020.06,Business analyst,Middle,3.0,1.0,2000,3709.76928710938
2020.06,Business analyst,Middle,5.0,1.0,2000,3709.76928710938
2020.06,Business analyst,Middle,3.0,0.5,2000,3709.76928710938
2020.06,Business analyst,Middle,2.0,1.0,1600,3709.76928710938
2020.06,Business analyst,Junior,1.0,2.0,2000,3709.76928710938
2020.06,Business analyst,Middle,5.0,5.0,1955,3709.76928710938
2020.06,Business analyst,Senior,7.0,1.0,1900,3709.76928710938
2020.06,Business analyst,Middle,4.0,4.0,1900,3709.76928710938
2020.06,Business analyst,Middle,4.0,0.0,1900,3709.76928710938
2020.06,Business analyst,Middle,3.0,2.0,1900,3709.76928710938
2020.06,Business analyst,Middle,3.0,0.5,1888,3709.76928710938
2020.06,Business analyst,Middle,3.0,3.0,2000,3709.76928710938
2020.06,Business analyst,Middle,4.0,0.5,1600,3709.76928710938
2020.06,Business analyst,Junior,0.5,0.5,1600,3709.76928710938
2020.06,Business analyst,Middle,4.0,0.25,1600,3709.76928710938
2020.06,Business analyst,Middle,4.0,0.0,1400,3709.76928710938
2020.06,Business analyst,Middle,2.0,2.0,1400,3709.76928710938
2020.06,Business analyst,Middle,3.0,2.0,1300,3709.76928710938
2020.06,Business analyst,Middle,2.0,2.0,1300,3709.76928710938
2020.06,Business analyst,Senior,6.0,6.0,1300,3709.76928710938
2020.06,Business analyst,Middle,2.0,0.5,1300,3709.76928710938
2020.06,Business analyst,Middle,3.0,1.0,1400,3709.76928710938
2020.06,Business analyst,Junior,1.0,0.5,1300,3709.76928710938
2020.06,Business analyst,Lead,10.0,0.5,1200,3709.76928710938
2020.06,Business analyst,Middle,2.0,1.0,1200,3709.76928710938
2020.06,Business analyst,Middle,4.0,2.0,1200,3709.76928710938
2020.06,Business analyst,Middle,4.0,2.0,1200,3709.76928710938
2020.06,Business analyst,Middle,2.0,0.0,1200,3709.76928710938
2020.06,Business analyst,Middle,2.0,10.0,1200,3709.76928710938
2020.06,Business analyst,Junior,0.25,0.25,1300,3709.76928710938
2020.06,Business analyst,Senior,6.0,2.0,2000,3709.76928710938
2020.06,Business analyst,Senior,6.0,3.0,1400,3709.76928710938
2020.06,Business analyst,Senior,6.0,1.0,1420,3709.76928710938
2020.06,Business analyst,Middle,2.0,1.0,1600,3709.76928710938
2020.06,Business analyst,Middle,3.0,1.0,1550,3709.76928710938
2020.06,Business analyst,Lead,10.0,3.0,1500,3709.76928710938
2020.06,Business analyst,Middle,2.0,1.0,1500,3709.76928710938
2020.06,Business analyst,Middle,3.0,3.0,1500,3709.76928710938
2020.06,Business analyst,Middle,3.0,0.5,1500,3709.76928710938
2020.06,Business analyst,Junior,1.0,0.25,1400,3709.76928710938
2020.06,Business analyst,Junior,1.0,0.0,1500,3709.76928710938
2020.06,Business analyst,Middle,3.0,2.0,1500,3709.76928710938
2020.06,Business analyst,Junior,1.0,0.0,1500,3709.76928710938
2020.06,Business analyst,Middle,3.0,1.0,1500,3709.76928710938
2020.06,Business analyst,Middle,3.0,1.0,1500,3709.76928710938
2020.06,Business analyst,Middle,2.0,0.25,1450,3709.76928710938
2020.06,Business analyst,Middle,3.0,0.0,1420,3709.76928710938
2020.06,Business analyst,Junior,1.0,0.5,1500,3709.76928710938
2020.06,Business analyst,Lead,10.0,4.0,5200,3709.76928710938
2020.06,Business analyst,Senior,7.0,4.0,3000,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Middle,2 роки,2 роки,1000,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Middle,3 роки,2 роки,2300,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Middle,3 роки,3 роки,2300,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Middle,3 роки,3 роки,2300,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Senior,6 років,1 рік,2300,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Lead,10 і більше років,2 роки,2300,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Middle,4 роки,3 роки,2300,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Middle,3 роки,Пів року,2300,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Middle,4 роки,4 роки,2300,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Middle,3 роки,Менше як 3 місяці,2250,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Middle,4 роки,3 місяці,2300,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Senior,6 років,1 рік,2250,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Middle,3 роки,1 рік,2200,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Middle,3 роки,3 роки,2200,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Middle,4 роки,2 роки,2200,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Middle,5 років,Пів року,2200,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Middle,2 роки,1 рік,2185,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Middle,3 роки,Пів року,2100,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Middle,3 роки,2 роки,2100,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Middle,2 роки,3 роки,2100,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Middle,2 роки,3 місяці,2000,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Middle,2 роки,2 роки,2200,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Middle,3 роки,1 рік,2000,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Middle,2 роки,2 роки,2350,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Middle,4 роки,1 рік,2375,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Middle,3 роки,1 рік,2500,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Senior,6 років,1 рік,2500,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Middle,2 роки,Пів року,2500,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Middle,4 роки,1 рік,2500,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Middle,4 роки,3 місяці,2500,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Middle,2 роки,Менше як 3 місяці,2500,3709.76928710938
2020.12,"Analyst (Business, Data, System)",Senior,6 років,1 рік,2500,3709.76928710938
