Period,Position,Seniority,Global_exp,Local_exp,Salary
2019_H1,Data Analyst,,10 и более лет,0.5,4300
2019_H1,Data Analyst,,1,0.5,1000
2019_H1,Data Analyst,,1.5,0.5,700
2019_H1,Data Analyst,,0.25,0.25,600
2019_H1,Data Analyst,,2,0.5,850
2019_H1,Data Analyst,,3,3,3000
2019_H1,Data Analyst,,0.5,0.5,950
2019_H1,Data Analyst,,2,0.25,900
2019_H1,Data Analyst,,1.5,1.5,600
2019_H1,Data Analyst,,6,6,2300
2019_H1,Data Analyst,,0.5,0.5,450
2019_H1,Data Analyst,,0.25,1,450
2019_H1,Data Analyst,,2,0.25,1000
2019_H1,Data Analyst,,1,1,1000
2019_H1,Data Analyst,,0.5,0.5,700
2019_H1,Data Analyst,,0.5,0.5,700
2019_H1,Data Analyst,,1,меньше 3 месяцев,600
2019_H1,Data Analyst,,6,1,1875
2019_H1,Data Analyst,,4,меньше 3 месяцев,2000
2019_H1,Data Analyst,,меньше 3 месяцев,4,1000
2019_H1,Data Analyst,,7,0.5,1000
2019_H1,Data Analyst,,10 и более лет,6,3515
2019_H1,Data Analyst,,5,1.5,2500
2019_H1,Data Analyst,,4,2,1950
2019_H1,Data Analyst,,2,2,800
2019_H1,Data Analyst,,0.25,0.25,400
2019_H1,Data Analyst,,3,3,1600
2019_H1,Data Analyst,,6,4,560
2019_H1,Data Analyst,,2,1.5,1400
2019_H1,Data Analyst,,2,2,2500
2019_H1,Data Analyst,,2,2,1600
2019_H1,Data Analyst,,3,3,1300
2019_H1,Data Analyst,,6,3,1100
2019_H1,Data Analyst,,0.25,0.25,600
2019_H1,Data Analyst,,1,1,1000
2019_H1,Data Analyst,,2,0.5,1300
2019_H1,Data Analyst,,2,1,700
2019_H1,Data Analyst,,1.5,0.25,1000
2019_H1,Data Analyst,,0.25,меньше 3 месяцев,1000
2019_H1,Data Analyst,,1.5,0.5,1000
2019_H1,Data Analyst,,1.5,1.5,540
2019_H1,Data Analyst,,1.5,меньше 3 месяцев,1800
2019_H1,Data Analyst,,1,1.5,700
2019_H1,Data Analyst,,1,1,2500
2019_H1,Data Analyst,,5,1,1538
2019_H1,Data Analyst,,7,1.5,3000
2019_H1,Data Analyst,,0.5,0.5,740
2019_H1,Data Analyst,,4,1,700
2019_H1,Data Analyst,,10 и более лет,10 и более лет,1400
2019_H1,Data Analyst,,5,5,3500
2019_H1,Data Analyst,,1.5,1.5,600
2019_H1,Data Analyst,,0.5,0.5,600
2019_H1,Data Analyst,,1,0.5,1000
2019_H1,Data Analyst,,2,0.5,600
2019_H1,Data Analyst,,1,меньше 3 месяцев,950
2019_H1,Data Analyst,,1.5,1.5,300
2019_H1,Data Analyst,,0.5,0.5,570
2019_H1,Data Analyst,,3,2,1925
2019_H1,Data Analyst,,0.25,0.25,380
2019_H1,Data Analyst,,2,1.5,570
2019_H1,Data Analyst,,2,0.25,2500
2019_H1,Data Analyst,,2,меньше 3 месяцев,1100
2019_H1,Data Analyst,,10 и более лет,0.25,450
2019_H1,Data Analyst,,2,0.25,1500
2019_H1,Data Analyst,,3,4,2000
2019_H1,Data Analyst,,0.25,1.5,2000
2019_H1,Data Analyst,,0.5,0.5,770
2019_H1,Data Analyst,,1,1,2000
2019_H1,Data Analyst,,4,1,3000
2019_H1,Data Analyst,,0.5,0.5,500
2019_H1,Data Analyst,,меньше 3 месяцев,меньше 3 месяцев,500
2019_H1,Data Analyst,,0.5,0.5,255
2019_H1,Data Analyst,,2,2,650
2019_H1,Data Analyst,,2,2,550
2019_H1,Data Analyst,,3,1,2100
2019_H1,Data Analyst,,4,меньше 3 месяцев,200
2019_H1,Data Analyst,,1.5,меньше 3 месяцев,100
2019_H1,Data Analyst,,1,0.25,650
2019_H1,Data Analyst,,2,0.25,800
2019_H1,Data Analyst,,2,2,800
2019_H1,Data Analyst,,3,1,850
2019_H1,Data Analyst,,2,2,520
2019_H1,Data Analyst,,1,1,1000
2019_H1,Data Analyst,,5,0.5,5000
2019_H1,Data Analyst,,3,3,800
2019_H1,Data Analyst,,6,6,1000
2019_H1,Data Analyst,,7,1,1600
2019_H1,Data Analyst,,2,0.25,750
2019_H1,Data Analyst,,4,2,3000
2019_H1,Data Analyst,,8,1,538
2019_H1,Data Analyst,,меньше 3 месяцев,меньше 3 месяцев,200
2019_H1,Data Analyst,,2,1,2000
2019_H1,Data Analyst,,0.5,0.25,1200
2019_H1,Data Analyst,,1,меньше 3 месяцев,1200
2019_H1,Data Analyst,,1,1,300
2019_H1,Data Analyst,,3,1.5,1800
2019_H1,Data Analyst,,2,2,500
2019_H1,Data Analyst,,0.5,0.5,1000
2019_H1,Data Analyst,,1,1,750
2019_H1,Data Analyst,,6,4,2000
2019_H1,Data Analyst,,1.5,1.5,1000
2019_H1,Data Analyst,,2,0.5,500
2019_H1,Data Analyst,,5,1,2000
2019_H1,Data Analyst,,2,2,1100
2019_H1,Data Analyst,,1,1,434
2019_H1,Data Analyst,,2,2,1500
2019_H2,Business Analyst,,1 рік,1 рік,900.0
2019_H2,Business Analyst,,2 роки,Півроку,800.0
2019_H2,Business Analyst,,1 рік,Менше 3 місяців,800.0
2019_H2,Data Analyst,,1 рік,Менше 3 місяців,800.0
2019_H2,Data Analyst,,Півроку,Менше 3 місяців,800.0
2019_H2,Business Analyst,,Півроку,Півроку,900.0
2019_H2,Business Analyst,,3 роки,2 роки,850.0
2019_H2,Business Analyst,,1 рік,5 років,850.0
2019_H2,Business Analyst,,1 рік,Півроку,850.0
2019_H2,Business Analyst,,Півроку,2 роки,800.0
2019_H2,Business Analyst,,1 рік,1 рік,835.0
2019_H2,Business Analyst,,Півроку,Півроку,800.0
2019_H2,Data Analyst,,7 років,1 рік,750.0
2019_H2,Data Analyst,,Півроку,Півроку,800.0
2019_H2,Business Analyst,,Півроку,3 місяці,800.0
2019_H2,Business Analyst,,Півроку,Півроку,800.0
2019_H2,Business Analyst,,2 роки,2 роки,800.0
2019_H2,Data Analyst,,Півроку,3 місяці,800.0
2019_H2,Business Analyst,,5 років,2 роки,780.0
2019_H2,Business Analyst,,2 роки,2 роки,772.0
2019_H2,Business Analyst,,1 рік,1 рік,765.0
2019_H2,Business Analyst,,3 місяці,Півроку,750.0
2019_H2,Business Analyst,,3 місяці,3 місяці,750.0
2019_H2,Data Analyst,,1 рік,Півроку,900.0
2019_H2,Business Analyst,,1 рік,Менше 3 місяців,800.0
2019_H2,Data Analyst,,2 роки,Менше 3 місяців,900.0
2019_H2,Business Analyst,,1 рік,1 рік,1000.0
2019_H2,Data Analyst,,3 роки,2 роки,900.0
2019_H2,Data Analyst,,2 роки,2 роки,730.0
2019_H2,Business Analyst,,4 роки,2 роки,1100.0
2019_H2,Data Analyst,,1 рік,Півроку,1000.0
2019_H2,Business Analyst,,1 рік,Менше 3 місяців,1000.0
2019_H2,Business Analyst,,1 рік,Півроку,1000.0
2019_H2,Business Analyst,,2 роки,Менше 3 місяців,1000.0
2019_H2,Data Analyst,,2 роки,2 роки,1000.0
2019_H2,Data Analyst,,1 рік,Півроку,1000.0
2019_H2,Data Analyst,,1 рік,Півроку,1000.0
2019_H2,Business Analyst,,1 рік,1 рік,1000.0
2019_H2,Business Analyst,,3 роки,3 місяці,1000.0
2019_H2,Business Analyst,,3 місяці,3 місяці,1000.0
2019_H2,Business Analyst,,3 роки,1 рік,1000.0
2019_H2,Business Analyst,,1 рік,1 рік,1000.0
2019_H2,Data Analyst,,1 рік,Менше 3 місяців,1000.0
2019_H2,Data Analyst,,1 рік,1 рік,1000.0
2019_H2,Business Analyst,,Півроку,Півроку,1000.0
2019_H2,Business Analyst,,3 роки,1 рік,1000.0
2019_H2,Data Analyst,,10 і більше років,9 років,1000.0
2019_H2,System Analyst,,1 рік,1 рік,950.0
2019_H2,Business Analyst,,3 роки,Півроку,920.0
2019_H2,Business Analyst,,1 рік,1 рік,900.0
2019_H2,Business Analyst,,1 рік,1 рік,900.0
2019_H2,Business Analyst,,1 рік,Півроку,900.0
2019_H2,Business Analyst,,3 роки,1 рік,900.0
2019_H2,Business Analyst,,1 рік,Півроку,900.0
2019_H2,Data Analyst,,Півроку,Півроку,700.0
2019_H2,Data Analyst,,Менше 3 місяців,Менше 3 місяців,300.0
2019_H2,Business Analyst,,3 роки,3 роки,700.0
2019_H2,Data Analyst,,Півроку,Півроку,500.0
2019_H2,Data Analyst,,3 роки,3 роки,500.0
2019_H2,System Analyst,,Півроку,Півроку,500.0
2019_H2,Data Analyst,,Півроку,1 рік,500.0
2019_H2,Data Analyst,,3 місяці,3 місяці,500.0
2019_H2,Business Analyst,,Півроку,Півроку,500.0
2019_H2,Data Analyst,,2 роки,3 місяці,500.0
2019_H2,Business Analyst,,3 місяці,3 місяці,500.0
2019_H2,Business Analyst,,Півроку,3 місяці,500.0
2019_H2,Business Analyst,,1 рік,1 рік,500.0
2019_H2,Data Analyst,,6 років,Півроку,500.0
2019_H2,Business Analyst,,3 місяці,3 місяці,500.0
2019_H2,Data Analyst,,1 рік,1 рік,500.0
2019_H2,Business Analyst,,Півроку,Півроку,430.0
2019_H2,Business Analyst,,2 роки,1 рік,415.0
2019_H2,Data Analyst,,Півроку,Півроку,400.0
2019_H2,Business Analyst,,1 рік,1 рік,400.0
2019_H2,Data Analyst,,1 рік,1 рік,400.0
2019_H2,Business Analyst,,1 рік,1 рік,400.0
2019_H2,Data Analyst,,3 місяці,3 місяці,375.0
2019_H2,Data Analyst,,Півроку,Півроку,350.0
2019_H2,Data Analyst,,1 рік,1 рік,1100.0
2019_H2,Data Analyst,,Менше 3 місяців,Менше 3 місяців,300.0
2019_H2,Business Analyst,,Півроку,Менше 3 місяців,250.0
2019_H2,Business Analyst,,Півроку,Півроку,430.0
2019_H2,System Analyst,,Півроку,Півроку,500.0
2019_H2,Business Analyst,,1 рік,1 рік,500.0
2019_H2,Business Analyst,,1 рік,1 рік,530.0
2019_H2,Business Analyst,,1 рік,1 рік,700.0
2019_H2,Data Analyst,,4 роки,1 рік,700.0
2019_H2,Business Analyst,,1 рік,1 рік,700.0
2019_H2,Business Analyst,,Менше 3 місяців,Менше 3 місяців,700.0
2019_H2,Business Analyst,,7 років,9 років,700.0
2019_H2,Business Analyst,,Півроку,Півроку,700.0
2019_H2,System Analyst,,7 років,Півроку,666.0
2019_H2,Data Analyst,,4 роки,1 рік,665.0
2019_H2,Data Analyst,,1 рік,Півроку,660.0
2019_H2,Data Analyst,,2 роки,1 рік,625.0
2019_H2,Data Analyst,,Менше 3 місяців,Менше 3 місяців,620.0
2019_H2,Business Analyst,,Півроку,2 роки,618.0
2019_H2,Data Analyst,,Півроку,Півроку,600.0
2019_H2,Business Analyst,,1 рік,1 рік,600.0
2019_H2,Business Analyst,,Півроку,Півроку,600.0
2019_H2,Data Analyst,,2 роки,1 рік,600.0
2019_H2,Business Analyst,,1 рік,1 рік,600.0
2019_H2,Data Analyst,,1 рік,1 рік,600.0
2019_H2,Data Analyst,,Менше 3 місяців,2 роки,600.0
2019_H2,Business Analyst,,3 місяці,3 роки,600.0
2019_H2,Data Analyst,,1 рік,1 рік,600.0
2019_H2,Data Analyst,,2 роки,3 місяці,600.0
2019_H2,Business Analyst,,Менше 3 місяців,Менше 3 місяців,550.0
2019_H2,Business Analyst,,1 рік,1 рік,550.0
2019_H2,Data Analyst,,2 роки,Півроку,540.0
2019_H2,Data Analyst,,1 рік,Менше 3 місяців,700.0
2019_H2,Business Analyst,,2 роки,2 роки,1100.0
2019_H2,Business Analyst,,10 і більше років,3 роки,5150.0
2019_H2,Data Analyst,,8 років,Менше 3 місяців,1125.0
2019_H2,Business Analyst,,4 роки,2 роки,2455.0
2019_H2,Business Analyst,,5 років,5 років,2500.0
2019_H2,Business Analyst,,4 роки,2 роки,2500.0
2019_H2,Business Analyst,,3 роки,1 рік,2500.0
2019_H2,System Analyst,,Менше 3 місяців,Менше 3 місяців,2500.0
2019_H2,Business Analyst,,3 роки,1 рік,2500.0
2019_H2,Business Analyst,,3 роки,Півроку,2500.0
2019_H2,Business Analyst,,8 років,1 рік,2500.0
2019_H2,Business Analyst,,Півроку,Півроку,2500.0
2019_H2,Data Analyst,,5 років,2 роки,2500.0
2019_H2,Data Analyst,,5 років,3 місяці,2500.0
2019_H2,Business Analyst,,1 рік,Півроку,2500.0
2019_H2,System Analyst,,6 років,1 рік,2500.0
2019_H2,Business Analyst,,4 роки,Менше 3 місяців,2500.0
2019_H2,Business Analyst,,3 роки,Півроку,2550.0
2019_H2,Business Analyst,,6 років,3 роки,2550.0
2019_H2,Business Analyst,,5 років,2 роки,2600.0
2019_H2,Business Analyst,,5 років,1 рік,2600.0
2019_H2,Business Analyst,,6 років,Менше 3 місяців,2600.0
2019_H2,Business Analyst,,6 років,6 років,2600.0
2019_H2,Data Analyst,,4 роки,Півроку,2700.0
2019_H2,Data Analyst,,4 роки,1 рік,2755.0
2019_H2,Business Analyst,,5 років,1 рік,2800.0
2019_H2,Business Analyst,,5 років,5 років,2400.0
2019_H2,Business Analyst,,6 років,2 роки,2400.0
2019_H2,Business Analyst,,6 років,2 роки,2370.0
2019_H2,Business Analyst,,6 років,1 рік,2300.0
2019_H2,Business Analyst,,4 роки,4 роки,2000.0
2019_H2,Data Analyst,,3 роки,3 роки,2000.0
2019_H2,Business Analyst,,3 роки,1 рік,2000.0
2019_H2,Data Analyst,,2 роки,1 рік,2000.0
2019_H2,Data Analyst,,4 роки,Півроку,2000.0
2019_H2,Business Analyst,,1 рік,3 місяці,2000.0
2019_H2,Data Analyst,,2 роки,Менше 3 місяців,2000.0
2019_H2,Business Analyst,,Півроку,Півроку,2000.0
2019_H2,Data Analyst,,3 роки,1 рік,2000.0
2019_H2,Business Analyst,,3 роки,Менше 3 місяців,2000.0
2019_H2,Data Analyst,,9 років,2 роки,2100.0
2019_H2,Business Analyst,,3 роки,1 рік,2800.0
2019_H2,Business Analyst,,3 роки,3 роки,2100.0
2019_H2,Business Analyst,,2 роки,Менше 3 місяців,2100.0
2019_H2,Business Analyst,,3 роки,Менше 3 місяців,2200.0
2019_H2,Business Analyst,,5 років,1 рік,2200.0
2019_H2,Data Analyst,,4 роки,1 рік,2200.0
2019_H2,Business Analyst,,1 рік,1 рік,2200.0
2019_H2,Business Analyst,,3 роки,3 місяці,2200.0
2019_H2,Business Analyst,,3 роки,Менше 3 місяців,2200.0
2019_H2,Business Analyst,,3 роки,3 роки,2200.0
2019_H2,Business Analyst,,10 і більше років,8 років,2300.0
2019_H2,Business Analyst,,1 рік,1 рік,2300.0
2019_H2,Business Analyst,,Півроку,Півроку,2300.0
2019_H2,Business Analyst,,7 років,5 років,2100.0
2019_H2,Business Analyst,,6 років,Півроку,2000.0
2019_H2,System Analyst,,7 років,3 роки,2800.0
2019_H2,Business Analyst,,4 роки,4 роки,2800.0
2019_H2,Business Analyst,,2 роки,2 роки,3500.0
2019_H2,Business Analyst,,2 роки,2 роки,3500.0
2019_H2,Business Analyst,,4 роки,3 місяці,3500.0
2019_H2,Business Analyst,,10 і більше років,2 роки,3700.0
2019_H2,Business Analyst,,5 років,2 роки,3700.0
2019_H2,Business Analyst,,8 років,7 років,3700.0
2019_H2,Business Analyst,,7 років,3 роки,3800.0
2019_H2,Business Analyst,,9 років,5 років,3800.0
2019_H2,Business Analyst,,7 років,3 місяці,4000.0
2019_H2,Business Analyst,,7 років,7 років,4000.0
2019_H2,System Analyst,,7 років,Менше 3 місяців,4000.0
2019_H2,Business Analyst,,10 і більше років,5 років,4000.0
2019_H2,Business Analyst,,10 і більше років,3 роки,4000.0
2019_H2,Business Analyst,,8 років,3 місяці,4000.0
2019_H2,Business Analyst,,6 років,Півроку,4000.0
2019_H2,Business Analyst,,5 років,5 років,4000.0
2019_H2,Business Analyst,,9 років,Півроку,4050.0
2019_H2,System Analyst,,10 і більше років,10 і більше років,4160.0
2019_H2,Business Analyst,,7 років,3 роки,4300.0
2019_H2,Business Analyst,,5 років,3 роки,4400.0
2019_H2,Business Analyst,,10 і більше років,1 рік,4500.0
2019_H2,Business Analyst,,6 років,Півроку,4800.0
2019_H2,Data Analyst,,1 рік,1 рік,1100.0
2019_H2,Business Analyst,,6 років,2 роки,3500.0
2019_H2,Business Analyst,,8 років,Менше 3 місяців,3500.0
2019_H2,Business Analyst,,8 років,4 роки,3500.0
2019_H2,Business Analyst,,10 і більше років,3 місяці,3500.0
2019_H2,Data Analyst,,2 роки,Менше 3 місяців,2800.0
2019_H2,Business Analyst,,7 років,7 років,2870.0
2019_H2,Business Analyst,,7 років,4 роки,2900.0
2019_H2,Business Analyst,,2 роки,Півроку,2900.0
2019_H2,Business Analyst,,10 і більше років,2 роки,3000.0
2019_H2,Data Analyst,,7 років,3 місяці,3000.0
2019_H2,Data Analyst,,10 і більше років,5 років,3000.0
2019_H2,Business Analyst,,3 роки,1 рік,3000.0
2019_H2,Business Analyst,,4 роки,3 місяці,3000.0
2019_H2,Business Analyst,,5 років,Півроку,3000.0
2019_H2,System Analyst,,7 років,3 роки,3000.0
2019_H2,Business Analyst,,4 роки,1 рік,2800.0
2019_H2,Business Analyst,,2 роки,2 роки,3000.0
2019_H2,Data Analyst,,3 роки,Менше 3 місяців,3000.0
2019_H2,System Analyst,,4 роки,1 рік,3100.0
2019_H2,Business Analyst,,6 років,Півроку,3200.0
2019_H2,Business Analyst,,9 років,2 роки,3200.0
2019_H2,Business Analyst,,3 роки,Менше 3 місяців,3200.0
2019_H2,Data Analyst,,3 роки,3 роки,3200.0
2019_H2,Business Analyst,,2 роки,Менше 3 місяців,3250.0
2019_H2,Business Analyst,,4 роки,Півроку,3300.0
2019_H2,Business Analyst,,3 роки,6 років,3325.0
2019_H2,Business Analyst,,3 роки,1 рік,3400.0
2019_H2,Business Analyst,,10 і більше років,Півроку,3500.0
2019_H2,Business Analyst,,4 роки,Півроку,3000.0
2019_H2,Business Analyst,,10 і більше років,Півроку,2000.0
2019_H2,Business Analyst,,2 роки,2 роки,2400.0
2019_H2,System Analyst,,10 і більше років,6 років,2000.0
2019_H2,Business Analyst,,1 рік,3 роки,1400.0
2019_H2,Data Analyst,,4 роки,2 роки,1400.0
2019_H2,Data Analyst,,3 роки,3 роки,1400.0
2019_H2,Data Analyst,,2 роки,Менше 3 місяців,1400.0
2019_H2,Data Analyst,,2 роки,2 роки,1400.0
2019_H2,System Analyst,,3 роки,1 рік,1450.0
2019_H2,Business Analyst,,4 роки,1 рік,1450.0
2019_H2,Business Analyst,,2 роки,1 рік,1450.0
2019_H2,Data Analyst,,3 роки,Менше 3 місяців,1469.0
2019_H2,Business Analyst,,10 і більше років,10 і більше років,1500.0
2019_H2,System Analyst,,3 роки,3 місяці,1500.0
2019_H2,Business Analyst,,2 роки,1 рік,1400.0
2019_H2,Business Analyst,,2 роки,1 рік,1500.0
2019_H2,Data Analyst,,2 роки,1 рік,1500.0
2019_H2,System Analyst,,3 роки,1 рік,1500.0
2019_H2,Data Analyst,,5 років,Півроку,1500.0
2019_H2,Business Analyst,,1 рік,1 рік,1500.0
2019_H2,Business Analyst,,6 років,2 роки,1500.0
2019_H2,Data Analyst,,6 років,Менше 3 місяців,1500.0
2019_H2,Data Analyst,,5 років,1 рік,1500.0
2019_H2,Business Analyst,,2 роки,1 рік,1500.0
2019_H2,Business Analyst,,2 роки,Менше 3 місяців,1500.0
2019_H2,Business Analyst,,3 роки,4 роки,1500.0
2019_H2,Business Analyst,,1 рік,3 роки,1500.0
2019_H2,Business Analyst,,3 роки,1 рік,1500.0
2019_H2,Business Analyst,,2 роки,1 рік,1500.0
2019_H2,Business Analyst,,5 років,1 рік,1400.0
2019_H2,Data Analyst,,1 рік,Менше 3 місяців,1300.0
2019_H2,Business Analyst,,1 рік,3 місяці,1150.0
2019_H2,Business Analyst,,Півроку,Півроку,1150.0
2019_H2,Data Analyst,,3 роки,2 роки,1160.0
2019_H2,Data Analyst,,1 рік,1 рік,1200.0
2019_H2,Business Analyst,,10 і більше років,3 роки,1200.0
2019_H2,Business Analyst,,2 роки,Півроку,1200.0
2019_H2,Data Analyst,,3 роки,3 роки,1200.0
2019_H2,Business Analyst,,5 років,2 роки,1200.0
2019_H2,Business Analyst,,1 рік,3 місяці,1200.0
2019_H2,Business Analyst,,1 рік,Півроку,1200.0
2019_H2,Business Analyst,,3 місяці,3 місяці,1200.0
2019_H2,Business Analyst,,1 рік,Менше 3 місяців,1300.0
2019_H2,Business Analyst,,1 рік,Менше 3 місяців,1200.0
2019_H2,Data Analyst,,3 роки,1 рік,1200.0
2019_H2,Business Analyst,,2 роки,1 рік,1200.0
2019_H2,Business Analyst,,4 роки,2 роки,1200.0
2019_H2,Data Analyst,,3 роки,3 місяці,1200.0
2019_H2,Data Analyst,,2 роки,2 роки,1200.0
2019_H2,Data Analyst,,4 роки,1 рік,1255.0
2019_H2,Business Analyst,,2 роки,2 роки,1300.0
2019_H2,Business Analyst,,2 роки,2 роки,1300.0
2019_H2,Business Analyst,,1 рік,Півроку,1300.0
2019_H2,Business Analyst,,2 роки,1 рік,1300.0
2019_H2,Business Analyst,,5 років,3 роки,2000.0
2019_H2,Business Analyst,,2 роки,2 роки,1200.0
2019_H2,Data Analyst,,2 роки,1 рік,1500.0
2019_H2,Business Analyst,,2 роки,1 рік,1300.0
2019_H2,Data Analyst,,2 роки,2 роки,1500.0
2019_H2,Business Analyst,,2 роки,1 рік,1800.0
2019_H2,Business Analyst,,2 роки,1 рік,1800.0
2019_H2,Business Analyst,,3 роки,Півроку,1800.0
2019_H2,Business Analyst,,4 роки,3 місяці,1800.0
2019_H2,Business Analyst,,2 роки,1 рік,1800.0
2019_H2,Business Analyst,,4 роки,1 рік,1800.0
2019_H2,Data Analyst,,2 роки,2 роки,1850.0
2019_H2,Business Analyst,,3 роки,Менше 3 місяців,1875.0
2019_H2,Business Analyst,,6 років,6 років,1900.0
2019_H2,Business Analyst,,3 роки,8 років,1900.0
2019_H2,Business Analyst,,2 роки,1 рік,1900.0
2019_H2,Data Analyst,,3 роки,3 роки,1900.0
2019_H2,Business Analyst,,8 років,8 років,1900.0
2019_H2,Business Analyst,,1 рік,1 рік,1900.0
2019_H2,Business Analyst,,3 роки,3 роки,1910.0
2019_H2,Business Analyst,,3 роки,3 роки,1950.0
2019_H2,Business Analyst,,4 роки,4 роки,1960.0
2019_H2,Data Analyst,,10 і більше років,3 роки,2000.0
2019_H2,Data Analyst,,10 і більше років,10 і більше років,2000.0
2019_H2,Data Analyst,,5 років,3 роки,2000.0
2019_H2,Business Analyst,,10 і більше років,3 роки,2000.0
2019_H2,Business Analyst,,2 роки,Менше 3 місяців,1500.0
2019_H2,Data Analyst,,5 років,2 роки,2000.0
2019_H2,Business Analyst,,4 роки,2 роки,1800.0
2019_H2,Data Analyst,,3 роки,2 роки,1800.0
2019_H2,Business Analyst,,3 роки,3 роки,1900.0
2019_H2,Business Analyst,,4 роки,1 рік,1800.0
2019_H2,Data Analyst,,2 роки,Менше 3 місяців,1500.0
2019_H2,Business Analyst,,3 роки,Менше 3 місяців,1800.0
2019_H2,Business Analyst,,3 роки,1 рік,1500.0
2019_H2,Data Analyst,,3 роки,2 роки,1500.0
2019_H2,Business Analyst,,2 роки,Півроку,1500.0
2019_H2,Business Analyst,,Півроку,3 місяці,1500.0
2019_H2,Business Analyst,,3 роки,1 рік,1550.0
2019_H2,Business Analyst,,4 роки,Менше 3 місяців,1600.0
2019_H2,Business Analyst,,4 роки,2 роки,1600.0
2019_H2,Business Analyst,,2 роки,1 рік,1600.0
2019_H2,Business Analyst,,2 роки,3 місяці,1600.0
2019_H2,Data Analyst,,3 роки,2 роки,1600.0
2019_H2,Business Analyst,,1 рік,Півроку,1650.0
2019_H2,Business Analyst,,3 роки,1 рік,1600.0
2019_H2,Data Analyst,,3 роки,1 рік,1650.0
2019_H2,Business Analyst,,2 роки,Менше 3 місяців,1666.0
2019_H2,Business Analyst,,3 роки,2 роки,1670.0
2019_H2,Business Analyst,,2 роки,Півроку,1680.0
2019_H2,Business Analyst,,5 років,1 рік,1700.0
2019_H2,Business Analyst,,4 роки,4 роки,1700.0
2019_H2,Data Analyst,,3 роки,3 місяці,1700.0
2019_H2,Business Analyst,,10 і більше років,5 років,1715.0
2019_H2,Data Analyst,,3 роки,2 роки,1750.0
2019_H2,Data Analyst,,4 роки,4 роки,1750.0
2020_H1,System Analyst,,10.0,10.0,1000
2020_H1,Data Analyst,,4.0,1.0,900
2020_H1,Data Analyst,,1.0,1.0,900
2020_H1,Data Analyst,,0.5,0.5,900
2020_H1,Data Analyst,,2.0,0.5,900
2020_H1,System Analyst,,1.0,1.0,820
2020_H1,System Analyst,,2.0,0.25,833
2020_H1,Data Analyst,,7.0,1.0,800
2020_H1,Data Analyst,,1.0,1.0,800
2020_H1,Data Analyst,,0.5,0.5,800
2020_H1,Data Analyst,,2.0,1.0,1000
2020_H1,Data Analyst,,2.0,1.0,900
2020_H1,Data Analyst,,10.0,1.0,1000
2020_H1,Data Analyst,,3.0,3.0,1136
2020_H1,Data Analyst,,1.0,0.5,1000
2020_H1,Data Analyst,,2.0,1.0,1000
2020_H1,Data Analyst,,8.0,0.0,1000
2020_H1,Data Analyst,,1.0,0.5,1000
2020_H1,Data Analyst,,1.0,0.5,1000
2020_H1,Data Analyst,,2.0,0.5,1040
2020_H1,Data Analyst,,4.0,2.0,1100
2020_H1,Data Analyst,,1.0,0.25,1100
2020_H1,Data Analyst,,1.0,3.0,1100
2020_H1,System Analyst,,3.0,3.0,1150
2020_H1,Data Analyst,,2.0,0.5,1200
2020_H1,Data Analyst,,2.0,0.5,800
2020_H1,Data Analyst,,8.0,4.0,1200
2020_H1,System Analyst,,8.0,2.0,1200
2020_H1,Data Analyst,,1.0,1.0,1000
2020_H1,Data Analyst,,6.0,0.5,800
2020_H1,System Analyst,,0.5,0.5,300
2020_H1,System Analyst,,0.25,0.25,800
2020_H1,Data Analyst,,0.5,0.5,1200
2020_H1,System Analyst,,10.0,10.0,200
2020_H1,Data Analyst,,1.0,1.0,220
2020_H1,Data Analyst,,2.0,2.0,225
2020_H1,Data Analyst,,1.0,1.0,260
2020_H1,Data Analyst,,0.5,0.5,280
2020_H1,Data Analyst,,1.0,1.0,300
2020_H1,Data Analyst,,0.5,0.5,300
2020_H1,Data Analyst,,0.5,0.5,320
2020_H1,Data Analyst,,1.0,1.0,400
2020_H1,Data Analyst,,1.0,1.0,450
2020_H1,Data Analyst,,2.0,2.0,450
2020_H1,Data Analyst,,0.5,0.5,475
2020_H1,Data Analyst,,0.5,0.5,500
2020_H1,Data Analyst,,1.0,1.0,500
2020_H1,Data Analyst,,0.5,0.5,550
2020_H1,Data Analyst,,1.0,1.0,560
2020_H1,Data Analyst,,3.0,0.0,570
2020_H1,Data Analyst,,1.0,1.0,600
2020_H1,Data Analyst,,1.0,1.0,600
2020_H1,Data Analyst,,0.5,0.0,600
2020_H1,Data Analyst,,3.0,0.5,600
2020_H1,Data Analyst,,1.0,1.0,600
2020_H1,Data Analyst,,0.25,0.25,600
2020_H1,Data Analyst,,0.25,3.0,620
2020_H1,Data Analyst,,3.0,3.0,650
2020_H1,Data Analyst,,1.0,1.0,650
2020_H1,Data Analyst,,0.0,0.0,700
2020_H1,Data Analyst,,2.0,1.0,750
2020_H1,System Analyst,,1.0,0.5,800
2020_H1,Data Analyst,,3.0,0.5,1200
2020_H1,System Analyst,,2.0,0.0,2000
2020_H1,Data Analyst,,0.5,0.5,1200
2020_H1,System Analyst,,2.0,2.0,1800
2020_H1,Data Analyst,,1.0,0.25,1900
2020_H1,System Analyst,,5.0,2.0,2000
2020_H1,Data Analyst,,2.0,0.0,2000
2020_H1,Data Analyst,,3.0,3.0,2000
2020_H1,Data Analyst,,4.0,0.0,2000
2020_H1,Data Analyst,,3.0,0.25,2000
